outdoor_air_temperature;air_temperature;relative_humidity;season;country;building_type;air_speed;metabolic_rate;climate;cooling_type
32.8;23.5;54.0;summer;india;office;0.04;1.3;monsoon-influenced humid subtropical;air conditioned
16.264999999999997;21.4;51.2;summer;uk;office;0.032761;1.0;west coast marine;naturally ventilated
27.388888888888893;30.1;83.94685532051567;hot/wet;singapore;office;0.11;1.4846416382252556;wet equatorial;naturally ventilated
21.950000000000003;23.5;70.0;summer;tunisia;office;0.08;1.1;cold semi-arid;naturally ventilated
32.8;23.6;48.9;summer;india;office;0.03;1.1;monsoon-influenced humid subtropical;air conditioned
12.5;24.7;48.4;summer;portugal;others;0.05;1.3;warm-summer mediterranean;mixed mode
25.7;22.8;72.0;summer;pakistan;office;0.1936;1.1262798634812288;semi arid high altitude;naturally ventilated
33.0;23.9;49.2;summer;philippines;office;0.15;1.5;tropical wet savanna;air conditioned
14.989083290100098;22.6;34.5;summer;sweden;others;0.02;1.7;temperate oceanic;air conditioned
32.1;25.5;47.0;hot/wet;india;office;0.07;1.0;tropical wet savanna;mixed mode
-21.05;19.8;61.0;winter;china;classroom;0.04;1.2;humid subtropical;mixed mode
28.8;21.8;78.8;summer;india;office;0.01;1.1;subtropical highland;mixed mode
6.2;23.5;33.5;winter;france;classroom;0.0;1.3;temperate oceanic;naturally ventilated
15.75;21.7;43.72629320774114;summer;australia;office;0.21;1.114334470989761;temperature marine;naturally ventilated
13.8;26.2;44.0;winter;france;classroom;0.08;1.8;temperate oceanic;naturally ventilated
14.300000000000002;22.6;44.28;winter;australia;office;0.1413333333333333;1.0309999999999997;hot arid;air conditioned
31.25;26.0;34.0;hot/wet;india;office;0.05;1.0;hot semi-arid;mixed mode
16.5;24.7;38.7;summer;uk;others;0.1;2.5;temperate oceanic;naturally ventilated
20.0;22.9;40.4;summer;china;classroom;0.05;1.1;monsoon-influenced hot-summer humid continental;naturally ventilated
12.58220238;20.5;43.6;winter;australia;senior center;0.06;1.3;humid subtropical;mixed mode
11.5;11.0;61.0;winter;pakistan;office;0.0751649868112874;0.8873720136518772;semi arid high altitude;naturally ventilated
21.45;27.7;48.0;cool/dry;india;office;0.06;1.0;hot semi-arid;mixed mode
30.55;32.1;37.80000000000001;summer;pakistan;office;0.8835999999999998;1.006825938566553;semi arid high altitude;naturally ventilated
12.7;18.8;52.0;winter;tunisia;office;0.06;1.1;hot desert;naturally ventilated
24.99;28.2;78.7;hot/wet;india;multifamily housing;0.47;0.9;tropical wet savanna;naturally ventilated
5.277777777777778;23.37;29.482293633621595;winter;usa;office;0.04;1.0;mediterranean;air conditioned
30.08333333333332;30.8;72.0;summer;pakistan;office;0.4225000000000001;1.006825938566553;desert (hot arid);naturally ventilated
13.0;27.5;42.2;winter;uk;others;0.13;1.4;temperate oceanic;naturally ventilated
20.45;30.3;39.4;summer;china;classroom;0.28;1.1;monsoon-influenced hot-summer humid continental;naturally ventilated
26.05;26.3;71.0;cool/dry;india;office;0.34;1.0;tropical wet savanna;mixed mode
11.550000000000002;23.0;45.6;summer;uk;office;0.06;3.0;west coast marine;air conditioned
20.5;24.4;40.0;winter;pakistan;office;0.0045386245294143;1.006825938566553;desert (hot arid);naturally ventilated
8.3;21.6;50.3;winter;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
15.74;23.3;47.0;summer;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
-14.35;24.6;30.2;winter;china;classroom;0.02;1.2;humid subtropical;mixed mode
32.0;33.2;73.0;summer;pakistan;office;0.9025;0.8873720136518772;desert (hot arid);naturally ventilated
13.38244048;20.0;59.5;winter;australia;senior center;0.05;1.0;humid subtropical;mixed mode
13.67232143;21.7;54.2;winter;australia;senior center;0.06;1.4;humid subtropical;mixed mode
27.450000000000003;24.3;59.0;hot/wet;australia;office;0.13;1.8870307167235496;tropical savanna;air conditioned
7.4;27.2;84.4;winter;china;others;0.06;1.2;humid subtropical;naturally ventilated
27.388888888888893;28.8;74.233243991865;hot/wet;singapore;office;0.08;1.0494880546075085;wet equatorial;naturally ventilated
32.0;26.8;46.0;hot/wet;india;office;0.05;1.0;tropical wet savanna;mixed mode
24.72222222222221;22.84;61.221412364898285;summer;usa;office;0.1266666666666666;1.0;mediterranean;air conditioned
27.9;26.9;57.0;cool/dry;india;office;0.11;1.0;tropical wet savanna;mixed mode
24.1;20.2;43.0;winter;india;multifamily housing;0.22;1.0;hot semi-arid;naturally ventilated
24.9;23.7;50.186580995057525;cool/dry;australia;office;0.01;1.0921501706484644;tropical savanna;air conditioned
19.25;23.0;44.19245864119082;summer;australia;office;0.13;1.131399317406143;temperature marine;air conditioned
18.0;28.1;34.0;cool/dry;india;office;0.02;1.0;hot semi-arid;mixed mode
18.6;23.1;34.429373284547665;summer;australia;office;0.12;1.0580204778156996;temperature marine;air conditioned
-24.9;23.4;19.3;winter;canada;office;0.06;1.1;continental subarctic;air conditioned
16.944444444444443;23.73;62.9687224247315;summer;usa;office;0.0233333333333333;1.0;mediterranean;air conditioned
18.1;25.3;55.2;summer;uk;classroom;0.13;1.2;warm-summerÂ humid continental;naturally ventilated
5.363154762;19.0;30.9;winter;australia;senior center;0.07;1.0;temperate oceanic;mixed mode
14.166666666666671;24.27;49.30347255991349;winter;usa;office;0.0733333333333333;1.0;mediterranean;naturally ventilated
25.5;29.5;55.32494283578542;summer;australia;office;0.14;1.2542662116040952;humid subtropical;naturally ventilated
26.6;27.3;44.0;cool/dry;india;office;0.44;1.0;tropical wet savanna;mixed mode
24.65;27.8;46.0;cool/dry;india;office;0.02;1.0;tropical wet savanna;air conditioned
17.6;26.1;39.1;summer;portugal;others;0.09;1.3;warm-summer mediterranean;mixed mode
8.8;22.6;48.4;winter;uk;others;0.14;1.2;temperate oceanic;mixed mode
15.95;23.0;40.40702697098569;summer;australia;office;0.06;1.3395904436860069;temperature marine;naturally ventilated
22.68833333;25.0;63.3;spring;australia;senior center;0.2;1.0;humid subtropical;mixed mode
33.25;28.4;31.0;hot/wet;india;office;0.18;1.0;hot semi-arid;mixed mode
9.7;25.2;35.6;summer;uk;others;0.1;1.7;temperate oceanic;naturally ventilated
24.85;22.82;47.28;summer;australia;office;0.2703333333333333;1.5979381443298968;hot arid;air conditioned
35.0;24.3;51.7;summer;philippines;office;0.1;1.1;tropical wet savanna;air conditioned
24.1;25.0;53.51244641492585;summer;australia;office;0.06;1.2030716723549484;humid subtropical;air conditioned
15.74;21.1;56.4;summer;uk;classroom;0.06;1.2;warm-summerÂ humid continental;naturally ventilated
23.6;33.0;49.2;summer;pakistan;office;0.0576;0.8873720136518772;desert (hot arid);naturally ventilated
24.31;24.8;72.4;summer;australia;office;0.14;1.1;humid subtropical;mixed mode
12.97;22.9;41.7;summer;germany;office;0.04;1.2;temperate oceanic;naturally ventilated
16.666666666666668;21.76;73.52247041448251;summer;usa;office;0.0533333333333333;1.0;mediterranean;air conditioned
-6.3;22.4;20.7;winter;canada;office;0.06;1.3;continental subarctic;air conditioned
13.0;19.8;49.8;winter;portugal;office;0.04;1.3;warm-summer mediterranean;naturally ventilated
13.4;16.7;22.2;winter;india;office;0.02;1.3;subtropical highland;naturally ventilated
24.31;25.1;57.3;summer;australia;office;0.04;1.3;humid subtropical;mixed mode
27.15;29.9;75.0;cool/dry;india;office;0.32;1.1;tropical wet savanna;naturally ventilated
25.5;21.7;31.9;summer;portugal;others;0.25;1.4;warm-summer mediterranean;mixed mode
18.93432;21.9;48.5;winter;australia;office;0.05;1.1;humid subtropical;mixed mode
31.1;26.3;42.7;summer;greece;classroom;0.2;1.2;hot-summer mediterranean;air conditioned
25.7;27.8;42.4;cool/dry;india;multifamily housing;0.2;1.2;tropical wet savanna;naturally ventilated
28.9;22.3;79.6;summer;india;office;0.0;1.3;subtropical highland;naturally ventilated
30.10617192;27.9;44.0;summer;italy;multifamily housing;0.0;1.0;temperate;naturally ventilated
8.8;25.0;46.3;winter;uk;others;0.03;2.0;temperate oceanic;air conditioned
26.55;23.31;59.0;hot/wet;australia;office;0.12;1.166894197952218;tropical savanna;air conditioned
22.5;22.7;58.900000000000006;summer;canada;office;0.11;1.3999999999999997;continental subarctic;air conditioned
18.4;21.9;38.6;winter;australia;office;0.12;1.1;humid subtropical;mixed mode
31.0;24.7;45.9;summer;philippines;office;0.11;1.1;tropical wet savanna;air conditioned
11.35;21.54;45.43;winter;australia;office;0.0703333333333333;1.052;hot arid;air conditioned
14.5;24.8;39.3;winter;uk;others;0.32;1.0;temperate oceanic;naturally ventilated
11.0;20.7;53.0;winter;portugal;others;0.01;1.5;warm-summer mediterranean;mixed mode
23.6;26.2;45.3;winter;india;office;0.04;1.1;tropical wet savanna;naturally ventilated
5.271071429;21.3;34.7;winter;australia;senior center;0.07;1.0;temperate oceanic;mixed mode
26.91666666666667;31.0;40.1527777777778;summer;greece;office;0.125060205635173;1.3999999999999997;mediterranean;naturally ventilated
13.333333333333332;23.03;50.47351265159076;winter;usa;office;0.0766666666666666;1.2;mediterranean;air conditioned
9.05;27.0;54.6;winter;china;others;0.0;1.2;humid subtropical;mixed mode
32.8;23.0;48.3;summer;india;office;0.13;1.3;monsoon-influenced humid subtropical;air conditioned
27.05555555555556;28.5;26.5955555555556;summer;greece;office;0.0;1.2;mediterranean;naturally ventilated
16.949999999999996;22.5;43.1;summer;canada;office;0.12;1.1;continental subarctic;air conditioned
12.65;17.3;52.5;winter;india;office;0.1;1.1;monsoon-influenced humid subtropical;mixed mode
20.4;20.3;46.80000000000001;winter;pakistan;office;0.0084103541319031;0.8873720136518772;desert (hot arid);naturally ventilated
33.25;26.1;27.0;hot/wet;india;office;0.02;1.0;hot semi-arid;mixed mode
32.25;24.8;58.0;hot/wet;india;office;0.02;1.0;hot semi-arid;mixed mode
29.0;32.4;68.7;summer;india;multifamily housing;0.1;0.83;tropical wet savanna;naturally ventilated
10.6;21.9;41.2;summer;uk;others;0.1;1.2;temperate oceanic;naturally ventilated
13.8;21.4;56.9;winter;portugal;others;0.06;1.6;warm-summer mediterranean;mixed mode
24.7;25.2;64.0;cool/dry;india;office;0.1;1.0;tropical wet savanna;mixed mode
27.75;25.4;46.7;summer;china;classroom;0.21;1.1;monsoon-influenced hot-summer humid continental;air conditioned
28.35;27.4;67.2;summer;china;classroom;0.1;1.1;monsoon-influenced hot-summer humid continental;air conditioned
13.09;25.5;53.7;summer;uk;classroom;0.06;1.2;warm-summerÂ humid continental;naturally ventilated
23.6;26.0;41.1;winter;india;office;0.46;1.4;tropical wet savanna;naturally ventilated
18.75;30.3;29.0;cool/dry;india;office;0.38;1.0;hot semi-arid;mixed mode
24.55;27.8;80.3;summer;china;classroom;0.19;1.2;humid subtropical;naturally ventilated
6.95;19.4;38.400000000000006;winter;pakistan;office;0.0045386245294145;0.7679180887372011;desert (hot arid);naturally ventilated
28.4;26.1;58.1;summer;china;classroom;0.2;1.1;monsoon-influenced hot-summer humid continental;air conditioned
13.11719036102295;22.7;35.0;winter;sweden;office;0.09;1.2;temperate oceanic;air conditioned
27.65;26.2;57.7;summer;india;office;0.1;1.1;tropical wet savanna;air conditioned
12.6;22.6;37.8;winter;portugal;others;0.04;1.6;warm-summer mediterranean;mixed mode
20.75;27.2;52.0;cool/dry;india;office;0.01;1.0;hot semi-arid;mixed mode
8.242;23.1;37.0;winter;australia;office;0.06;1.1092150170648465;humid subtropical;mixed mode
5.55;20.0;60.7;winter;iran;office;0.03;1.0;hot-summer mediterranean;naturally ventilated
25.4;24.41;42.43;summer;australia;office;0.1096666666666666;1.3573883161512028;hot arid;air conditioned
22.68833333;27.2;49.6;spring;australia;senior center;0.49;1.2;humid subtropical;mixed mode
32.25;26.8;58.0;hot/wet;india;office;0.06;1.0;tropical wet savanna;mixed mode
19.35;27.6;79.8;summer;china;classroom;1.56;1.2;humid subtropical;naturally ventilated
21.5;22.75;49.0;cool/dry;australia;office;0.11;1.6883959044368604;tropical savanna;air conditioned
28.05;22.4;61.0;hot/wet;singapore;office;0.1;1.194539249146758;wet equatorial;air conditioned
18.1;22.2;60.5;summer;uk;others;0.1;1.5;temperate oceanic;air conditioned
10.7;21.5;63.6;summer;uk;classroom;0.12;1.2;warm-summerÂ humid continental;naturally ventilated
22.35;23.6;58.3;summer;australia;office;0.08;1.1;humid subtropical;mixed mode
7.5305;21.8;38.0;winter;australia;office;0.08;0.9385665529010238;humid subtropical;mixed mode
25.1;23.3;69.1;summer;australia;office;0.18;1.8;humid subtropical;mixed mode
25.8;23.5;49.9555262894766;cool/dry;australia;office;0.05;1.0921501706484644;tropical savanna;air conditioned
-3.2;23.6;18.7;winter;france;classroom;0.0;1.5;temperate oceanic;naturally ventilated
28.3;35.7;15.4;summer;pakistan;office;0.0256;1.1262798634812288;semi arid high altitude;naturally ventilated
17.6718;24.6;31.3;winter;australia;office;0.06;1.0;humid subtropical;mixed mode
29.1;29.6;80.5;summer;india;multifamily housing;0.1;2.0;hot semi-arid;mixed mode
26.35;28.7;14.1;summer;pakistan;office;0.3464822724752137;1.877133105802048;desert (hot arid);naturally ventilated
28.7;27.1;70.2;hot/wet;india;multifamily housing;1.05;1.0;tropical wet savanna;mixed mode
28.35;27.3;68.3;summer;china;classroom;0.1;1.1;monsoon-influenced hot-summer humid continental;air conditioned
-1.6724399328231812;20.7;28.7;winter;sweden;classroom;0.0;1.4;temperate oceanic;mixed mode
14.6;23.3;41.5;summer;canada;office;0.08;1.2;continental subarctic;air conditioned
28.23;28.6;84.5;cool/dry;india;multifamily housing;0.16;1.1;tropical wet savanna;mixed mode
27.7;32.2;84.0;winter;india;multifamily housing;2.13;1.15;hot semi-arid;mixed mode
15.9;19.693333333333324;47.93;winter;australia;office;0.059;1.2669999999999997;hot arid;air conditioned
5.9;26.9;31.6;winter;uk;others;0.37;1.2;temperate oceanic;naturally ventilated
41.22;25.7;35.0;summer;india;office;0.31;1.2;hot semi-arid;mixed mode
24.22;28.5;80.9;winter;india;multifamily housing;0.05;1.25;hot semi-arid;naturally ventilated
18.75;27.1;37.0;cool/dry;india;office;0.24;1.0;hot semi-arid;mixed mode
30.9;23.6;61.900000000000006;cool/dry;thailand;office;0.11;1.1;tropical savanna;air conditioned
18.5;23.9;30.0;summer;uk;office;0.1681;1.0;west coast marine;naturally ventilated
27.6;30.0;77.5;hot/wet;india;multifamily housing;1.84;1.53;tropical wet savanna;mixed mode
24.5;23.7;36.54353123447143;cool/dry;australia;office;0.08;1.194539249146758;tropical savanna;air conditioned
11.944444444444446;20.77;57.56213839814588;winter;usa;office;0.02;1.2;mediterranean;naturally ventilated
16.4;24.8;40.7;summer;uk;others;0.1;1.6;temperate oceanic;naturally ventilated
13.52;21.8;52.5;summer;uk;classroom;0.05;1.2;warm-summerÂ humid continental;naturally ventilated
34.35;35.4;36.8;hot/wet;india;office;0.77;1.5;tropical wet savanna;naturally ventilated
10.87;20.3;54.5;winter;uk;classroom;0.13;1.2;warm-summerÂ humid continental;naturally ventilated
30.7;26.7;58.5;hot/wet;thailand;office;0.11;1.1;tropical savanna;air conditioned
15.555555555555555;23.07;74.55799704370763;summer;usa;office;0.06;1.0;mediterranean;naturally ventilated
11.5;12.2;56.0;winter;pakistan;office;0.164;1.006825938566553;semi arid high altitude;naturally ventilated
12.37;17.6;58.6;winter;india;multifamily housing;0.02;1.05;monsoon-influenced humid subtropical;mixed mode
19.1;25.8;40.4;summer;greece;others;0.1;1.2;hot-summer mediterranean;mixed mode
23.55;32.0;66.3;summer;china;classroom;0.21;1.2;humid subtropical;mixed mode
32.2;25.2;32.3;winter;india;others;0.26;1.2;hot semi-arid;air conditioned
11.88888888888889;21.59;50.16818000000001;winter;usa;office;0.0826666666666666;1.2;mediterranean;air conditioned
13.9;20.3;46.3;winter;portugal;office;0.02;1.5;warm-summer mediterranean;naturally ventilated
23.78321429;21.1;65.1;summer;australia;senior center;0.12;1.0;humid subtropical;mixed mode
32.75;31.2;42.0;hot/wet;india;office;0.32;1.0;hot semi-arid;mixed mode
27.9;25.43;61.0;hot/wet;australia;office;0.14;1.1421501706484645;tropical savanna;air conditioned
26.2;23.8;39.69222388241438;summer;australia;office;0.1;1.3361774744027308;temperature marine;air conditioned
15.5;15.7;65.2;winter;pakistan;office;0.0185466309182955;0.8873720136518772;semi arid midlatitude;naturally ventilated
16.74;24.1;63.1;summer;uk;classroom;0.09;1.2;warm-summerÂ humid continental;naturally ventilated
24.15;24.1;51.28064997205129;cool/dry;australia;office;0.01;1.5529010238907852;tropical savanna;air conditioned
29.1;21.3;80.1;summer;india;office;0.03;1.2;subtropical highland;naturally ventilated
16.3;22.9;67.7;summer;uk;classroom;0.08;1.2;warm-summerÂ humid continental;naturally ventilated
16.2;31.0;59.1;summer;china;classroom;0.58;1.2;humid subtropical;naturally ventilated
32.25;30.2;55.0;hot/wet;india;office;0.25;1.0;tropical wet savanna;mixed mode
13.916666666666671;22.170000000000005;42.64377462581373;winter;usa;office;0.2733333333333332;1.0;mediterranean;naturally ventilated
-6.65;24.1;30.2;winter;canada;office;0.08;1.1;continental subarctic;air conditioned
24.8;26.2;53.7;summer;france;office;0.03;1.1;temperate oceanic;mixed mode
16.388888888888893;23.27;63.66582396811906;summer;usa;office;0.1133333333333333;1.2;mediterranean;air conditioned
-16.65;22.0;12.1;winter;canada;office;0.08;1.5;continental subarctic;air conditioned
15.25;22.45;55.120000000000005;winter;australia;office;0.132;1.375;hot arid;air conditioned
35.25;26.7;42.3;summer;india;office;0.06;1.1;subtropical highland;naturally ventilated
35.6;31.1;25.4;summer;india;multifamily housing;0.05;1.0;hot semi-arid;naturally ventilated
37.08;32.1;19.0;winter;india;multifamily housing;0.59;1.0;hot semi-arid;naturally ventilated
23.6;26.4;45.5;winter;india;office;0.06;1.4;tropical wet savanna;naturally ventilated
27.05555555555556;28.0;10.8977777777778;summer;greece;office;0.3317310491428238;2.0;mediterranean;naturally ventilated
20.68;18.1;36.1;winter;india;multifamily housing;0.27;1.0;hot semi-arid;naturally ventilated
17.0;29.2;38.0;cool/dry;india;office;0.01;1.0;hot semi-arid;mixed mode
30.9;30.4;42.7;summer;india;multifamily housing;0.83;1.2;hot semi-arid;naturally ventilated
23.75;27.3;48.10300939701671;summer;australia;office;0.17;1.25938566552901;humid subtropical;naturally ventilated
18.8;24.1;39.3;winter;australia;office;0.09;1.6;humid subtropical;mixed mode
25.30555555555556;31.0;50.165555555555606;summer;greece;office;0.3654770611378651;1.0;mediterranean;naturally ventilated
31.5;22.7;57.900000000000006;cool/dry;thailand;office;0.11;1.1;tropical savanna;air conditioned
25.75;27.2;81.5;hot/wet;india;multifamily housing;0.36;1.25;tropical wet savanna;naturally ventilated
27.388888888888893;29.6;70.21520480619246;hot/wet;singapore;office;0.1;1.3395904436860069;wet equatorial;naturally ventilated
22.34;26.9;44.2;winter;india;classroom;0.26;1.2;hot semi-arid;air conditioned
27.388888888888893;31.1;71.02358394719185;hot/wet;singapore;office;0.0899999999999999;1.0238907849829348;wet equatorial;naturally ventilated
12.960000000000004;22.4;40.0;winter;australia;office;0.18;1.1092150170648465;humid subtropical;air conditioned
32.1;26.8;47.0;hot/wet;india;office;0.13;1.0;tropical wet savanna;mixed mode
18.75;25.2;45.0;cool/dry;india;office;0.07;1.0;hot semi-arid;mixed mode
4.959191799163818;23.0;25.0;winter;sweden;office;0.07;1.2;temperate oceanic;air conditioned
13.85;27.0;75.1;summer;china;classroom;0.13;1.2;humid subtropical;mixed mode
20.63;25.1;76.8;winter;india;multifamily housing;0.22;1.6;hot semi-arid;mixed mode
10.7;19.7;50.1;winter;uk;classroom;0.08;1.2;warm-summerÂ humid continental;naturally ventilated
29.75;25.9;47.0;cool/dry;india;office;0.01;1.0;hot semi-arid;mixed mode
33.28;19.7;38.8;winter;india;others;0.6;1.2;hot semi-arid;air conditioned
-21.75;26.2;73.0;winter;china;classroom;0.21;1.2;humid subtropical;naturally ventilated
31.05;24.1;54.6;summer;india;office;0.03;1.4;monsoon-influenced humid subtropical;air conditioned
10.15;25.8;18.7;winter;pakistan;office;0.183;1.006825938566553;desert (hot arid);naturally ventilated
35.0;37.7;43.2;summer;pakistan;office;0.1225;0.7679180887372011;semi arid midlatitude;naturally ventilated
14.15;23.1;49.9;summer;uk;classroom;0.1;1.2;warm-summerÂ humid continental;naturally ventilated
30.7;30.52;26.969999999999995;summer;australia;office;0.2936666666666668;1.172680412371134;hot arid;air conditioned
13.68;24.2;17.3;summer;uk;office;0.060516;1.0;west coast marine;naturally ventilated
14.3;18.3;61.9;winter;india;multifamily housing;0.23;1.0;hot semi-arid;naturally ventilated
-0.5;17.7;38.6;winter;china;classroom;0.17;1.1;monsoon-influenced hot-summer humid continental;air conditioned
5.555555555555554;21.54;28.593223427472168;winter;usa;office;0.0933333333333333;1.2;mediterranean;air conditioned
28.65;26.5;58.07156052381707;hot/wet;australia;office;0.21;1.0580204778156996;tropical savanna;air conditioned
17.1;22.1;61.0;summer;sweden;others;0.01;1.2;temperate oceanic;air conditioned
34.35;34.5;36.6;hot/wet;india;office;0.97;1.1;tropical wet savanna;naturally ventilated
19.5;24.1;59.6;summer;portugal;others;0.04;1.2;warm-summer mediterranean;mixed mode
30.55;30.7;45.1;summer;pakistan;office;0.7920999999999999;0.8873720136518772;semi arid high altitude;naturally ventilated
23.8;27.4;54.028197191212;summer;australia;office;0.22;1.331058020477816;humid subtropical;naturally ventilated
14.76;20.6;28.0;summer;india;multifamily housing;0.4;1.15;monsoon-influenced temperate oceanic;Unknown
-9.85;22.8;11.0;winter;canada;office;0.08;1.0;continental subarctic;air conditioned
27.53;24.9;34.2;winter;india;others;0.26;1.2;hot semi-arid;air conditioned
31.0;29.1;59.0;cool/dry;india;office;0.02;1.0;hot semi-arid;mixed mode
26.91666666666667;31.5;31.78777777777779;summer;greece;office;0.438;1.0;mediterranean;naturally ventilated
13.0;21.7;46.2;winter;portugal;others;0.1;1.2;warm-summer mediterranean;mixed mode
6.111111111111112;23.5;27.040755480504007;winter;usa;office;0.0533333333333333;1.2;mediterranean;air conditioned
19.65;23.45333333333332;47.690000000000005;summer;australia;office;0.2553333333333333;1.3745704467353954;hot arid;air conditioned
29.25;30.1;63.0;hot/wet;india;office;0.06;1.0;hot semi-arid;naturally ventilated
40.2;37.5;20.3;summer;india;multifamily housing;1.2;1.0;hot semi-arid;naturally ventilated
20.8;25.2;53.0;summer;portugal;office;0.03;2.2;warm-summer mediterranean;naturally ventilated
23.83333333333333;27.5;27.9027777777778;summer;greece;office;1.026;1.2;mediterranean;naturally ventilated
10.5;21.1;48.7;winter;portugal;others;0.03;1.3;warm-summer mediterranean;mixed mode
13.75;16.8;65.2;winter;pakistan;office;0.0156121677106877;0.7679180887372011;semi arid midlatitude;naturally ventilated
27.5;30.4;74.9;hot/wet;thailand;office;0.22;1.1;tropical savanna;naturally ventilated
27.78;24.0;38.8;winter;india;others;0.29;1.2;hot semi-arid;air conditioned
12.95;21.2;61.5;summer;china;others;0.64;1.2;humid subtropical;mixed mode
10.5;22.0;49.6;summer;uk;classroom;0.08;1.2;warm-summerÂ humid continental;naturally ventilated
30.9;30.2;69.0;summer;pakistan;office;0.3782657335012204;0.7679180887372011;desert (hot arid);naturally ventilated
14.15;22.8;46.1;summer;uk;classroom;0.13;1.2;warm-summerÂ humid continental;naturally ventilated
10.56;20.8;61.4;winter;uk;classroom;0.07;1.2;warm-summerÂ humid continental;naturally ventilated
36.95;28.1;30.1;summer;india;office;0.0;1.3;subtropical highland;naturally ventilated
11.550000000000002;19.1;51.30000000000001;summer;uk;office;0.06;2.1;west coast marine;air conditioned
23.6;26.5;45.3;winter;india;office;0.1;1.1;tropical wet savanna;naturally ventilated
25.30555555555556;25.275;38.0;summer;greece;office;0.0;1.2;mediterranean;naturally ventilated
26.65;30.3;56.0;cool/dry;india;office;0.26;1.0;tropical wet savanna;mixed mode
15.95;24.3;42.0;cool/dry;australia;office;0.1;1.390443686006826;tropical savanna;air conditioned
-14.0;23.5;69.5;winter;china;others;0.37;1.2;humid subtropical;naturally ventilated
24.85;24.079999999999995;44.43;summer;australia;office;0.1403333333333333;1.4175257731958757;hot arid;air conditioned
30.9;25.2;62.80000000000001;hot/wet;thailand;office;0.12;1.1;tropical savanna;air conditioned
16.6;23.0;42.92175380541921;summer;australia;office;0.12;1.0921501706484644;temperature marine;naturally ventilated
10.0;20.86;45.0;winter;uk;office;0.08;1.194539249146758;west coast marine;naturally ventilated
10.9;21.2;53.0;winter;portugal;others;0.05;1.2;warm-summer mediterranean;mixed mode
28.4;25.3;46.4;summer;china;classroom;0.52;1.1;monsoon-influenced hot-summer humid continental;air conditioned
15.81;23.6;42.7;summer;uk;office;0.1089;1.2;west coast marine;naturally ventilated
28.13050077;29.3;59.0;summer;italy;multifamily housing;0.0;1.0;temperate;naturally ventilated
10.4;23.0;48.5;winter;uk;classroom;0.06;1.2;warm-summerÂ humid continental;naturally ventilated
19.4;24.0;39.5;summer;tunisia;office;0.09;1.3;hot desert;naturally ventilated
16.04599702;20.1;42.9;winter;australia;senior center;0.08;1.0;humid subtropical;mixed mode
19.4;25.0;16.8;winter;pakistan;office;0.0856485295485401;1.877133105802048;desert (hot arid);naturally ventilated
10.56;19.9;59.2;winter;uk;classroom;0.09;1.2;warm-summerÂ humid continental;naturally ventilated
30.0;27.3;44.0;cool/dry;india;office;0.11;1.0;tropical wet savanna;mixed mode
27.388888888888893;29.6;67.75029708741627;hot/wet;singapore;office;0.18;1.544368600682594;wet equatorial;naturally ventilated
29.41;31.7;76.9;hot/wet;india;multifamily housing;0.97;1.0;tropical wet savanna;naturally ventilated
12.300000000000002;22.75;56.0;summer;uk;office;0.03;1.194539249146758;west coast marine;naturally ventilated
-16.65;23.4;11.4;winter;canada;office;0.1;1.0;continental subarctic;air conditioned
32.0;26.7;28.0;hot/wet;india;office;0.1;1.0;tropical wet savanna;mixed mode
33.65;26.8;48.0;hot/wet;india;office;0.11;1.0;tropical wet savanna;mixed mode
13.916666666666671;23.170000000000005;38.53446723223383;winter;usa;office;0.0766666666666666;1.2;mediterranean;naturally ventilated
12.22222222222222;23.21;45.945530000000005;winter;usa;office;0.0506666666666666;1.2;mediterranean;air conditioned
23.9;24.8;73.2;summer;india;office;0.04;1.7;tropical wet savanna;naturally ventilated
16.15;24.6;58.0;cool/dry;india;office;0.01;1.0;hot semi-arid;mixed mode
16.74;24.9;59.5;summer;uk;classroom;0.08;1.2;warm-summerÂ humid continental;naturally ventilated
28.75;23.5;62.00545962912038;hot/wet;australia;office;0.12;1.1604095563139931;tropical savanna;air conditioned
26.14;26.5;83.3;cool/dry;india;multifamily housing;0.38;1.05;tropical wet savanna;naturally ventilated
25.8;22.0;48.13550507508212;cool/dry;australia;office;0.18;1.348122866894198;tropical savanna;air conditioned
23.6;26.3;43.0;winter;india;office;0.13;1.1;tropical wet savanna;naturally ventilated
9.5;24.6;40.7;winter;uk;others;2.5;1.2;temperate oceanic;air conditioned
32.0;22.0;55.8;summer;philippines;office;0.28;1.4;tropical wet savanna;air conditioned
17.47;27.7;82.2;winter;india;multifamily housing;0.19;1.4;hot semi-arid;mixed mode
-4.4;22.5;19.2;winter;canada;office;0.06;1.5;continental subarctic;air conditioned
33.65;28.2;50.0;hot/wet;india;office;0.08;1.0;tropical wet savanna;mixed mode
20.19684;27.0;48.3;summer;australia;office;0.1;1.4;humid subtropical;mixed mode
24.25345238;22.7;51.8;summer;australia;senior center;0.18;1.0;humid subtropical;mixed mode
-1.3;26.6;32.3;winter;china;classroom;0.34;1.0;monsoon-influenced hot-summer humid continental;air conditioned
23.12;26.4;64.8;cool/dry;india;multifamily housing;0.12;0.7;tropical wet savanna;naturally ventilated
18.9;19.8;63.1;winter;portugal;office;0.03;1.3;warm-summer mediterranean;naturally ventilated
